Postcode,Latitude,Longitude,Ward
EH15 3YB,55.951637,-3.112135,Portobello / Craigmillar
EH15 3YD,55.951637,-3.112135,Portobello / Craigmillar
EH15 3YE,55.939926,-3.115481,Portobello / Craigmillar
EH15 3YF,55.939926,-3.115481,Portobello / Craigmillar
EH15 3YG,55.951637,-3.112135,Portobello / Craigmillar
EH15 3YJ,55.941324,-3.142355,Craigentinny / Duddingston
EH15 3YL,55.951637,-3.112135,Portobello / Craigmillar
EH15 3YN,55.951637,-3.112135,Portobello / Craigmillar
EH15 3YP,55.941324,-3.142355,Craigentinny / Duddingston
EH15 3YQ,55.951637,-3.112135,Portobello / Craigmillar
EH15 3ZY,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AA,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AB,55.951637,-3.112151,Portobello / Craigmillar
EH15 9AD,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AE,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AF,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AG,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AH,55.951637,-3.112151,Portobello / Craigmillar
EH15 9AJ,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AL,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AN,55.951637,-3.112151,Portobello / Craigmillar
EH15 9AP,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AQ,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AR,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AS,55.951637,-3.112135,Portobello / Craigmillar
EH15 9AT,55.951632,-3.112154,Portobello / Craigmillar
EH15 9AU,55.951637,-3.112151,Portobello / Craigmillar
EH15 9AW,55.951637,-3.112151,Portobello / Craigmillar
EH15 9AX,55.951637,-3.112151,Portobello / Craigmillar
EH15 9AY,55.951632,-3.112154,Portobello / Craigmillar
EH15 9AZ,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BA,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BD,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BE,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BF,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BG,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BH,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BJ,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BL,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BN,55.951632,-3.112154,Portobello / Craigmillar
EH15 9BP,55.951632,-3.112154,Portobello / Craigmillar
EH16 4AA,55.931265,-3.145676,Portobello / Craigmillar
EH16 4AB,55.931265,-3.145676,Portobello / Craigmillar
EH16 4AD,55.931011,-3.146423,Portobello / Craigmillar
EH16 4AE,55.931011,-3.146423,Portobello / Craigmillar
EH16 4AF,55.927052,-3.126605,Portobello / Craigmillar
EH16 4AG,55.936011,-3.1211,Portobello / Craigmillar
EH16 4AH,55.931811,-3.143996,Portobello / Craigmillar
EH16 4AJ,55.932131,-3.142453,Portobello / Craigmillar
EH16 4AL,55.936223,-3.120498,Portobello / Craigmillar
EH16 4AN,55.932598,-3.144435,Portobello / Craigmillar
EH16 4AP,55.936514,-3.14404,Portobello / Craigmillar
EH16 4AQ,55.935045,-3.123107,Portobello / Craigmillar
EH16 4AR,55.93107,-3.140565,Portobello / Craigmillar
EH16 4AS,55.934169,-3.141696,Portobello / Craigmillar
EH16 4AT,55.932278,-3.145034,Portobello / Craigmillar
EH16 4AU,55.936204,-3.145054,Portobello / Craigmillar
EH16 4AW,55.933783,-3.142613,Portobello / Craigmillar
EH16 4AX,55.936187,-3.141115,Portobello / Craigmillar
EH16 4AY,55.934931,-3.141895,Portobello / Craigmillar
EH16 4AZ,55.934931,-3.141895,Portobello / Craigmillar
EH16 4BA,55.934755,-3.141908,Portobello / Craigmillar
EH16 4BB,55.934863,-3.14087,Portobello / Craigmillar
EH16 4BD,55.931666,-3.142215,Portobello / Craigmillar
EH16 4BE,55.932792,-3.140903,Portobello / Craigmillar
EH16 4BF,55.931096,-3.143543,Portobello / Craigmillar
EH16 4BG,55.932528,-3.139375,Portobello / Craigmillar
EH16 4BH,55.930953,-3.137632,Portobello / Craigmillar
EH16 4BJ,55.931361,-3.137244,Portobello / Craigmillar
EH16 4BL,55.932202,-3.137653,Portobello / Craigmillar
EH16 4BN,55.930312,-3.142911,Portobello / Craigmillar
EH16 4BP,55.931283,-3.144765,Portobello / Craigmillar
EH16 4BQ,55.932269,-3.138215,Portobello / Craigmillar
EH16 4BR,55.929773,-3.144816,Portobello / Craigmillar
EH16 4BS,55.930844,-3.143679,Portobello / Craigmillar
EH16 4BT,55.931432,-3.1432,Portobello / Craigmillar
EH16 4BU,55.931521,-3.144259,Portobello / Craigmillar
EH16 4BW,55.931008,-3.141459,Portobello / Craigmillar
EH16 4BX,55.932143,-3.141172,Portobello / Craigmillar
EH16 4BY,55.931801,-3.140234,Portobello / Craigmillar
EH16 4BZ,55.931868,-3.138795,Portobello / Craigmillar
EH16 4DA,55.925626,-3.119346,Portobello / Craigmillar
EH16 4DB,55.931086,-3.139861,Portobello / Craigmillar
EH16 4DD,55.930338,-3.140111,Portobello / Craigmillar
EH16 4DE,55.931009,-3.141395,Portobello / Craigmillar
EH16 4DF,55.927052,-3.126605,Portobello / Craigmillar
EH16 4DG,55.930557,-3.143527,Portobello / Craigmillar
EH16 4DH,55.929507,-3.143416,Portobello / Craigmillar
EH16 4DJ,55.930062,-3.140711,Portobello / Craigmillar
EH16 4DL,55.930519,-3.137955,Portobello / Craigmillar
EH16 4DN,55.931268,-3.135721,Portobello / Craigmillar
EH16 4DP,55.92955,-3.13436,Portobello / Craigmillar
EH16 4DQ,55.929917,-3.143764,Portobello / Craigmillar
EH16 4DR,55.931006,-3.142612,Portobello / Craigmillar
EH16 4DS,55.933248,-3.136323,Portobello / Craigmillar
EH16 4DT,55.932597,-3.135823,Portobello / Craigmillar
EH16 4DU,55.931672,-3.12989,Portobello / Craigmillar
EH16 4DW,55.930769,-3.134297,Portobello / Craigmillar
EH16 4DX,55.93156,-3.134177,Portobello / Craigmillar
EH16 4DY,55.93198,-3.133516,Portobello / Craigmillar
EH16 4DZ,55.931868,-3.132985,Portobello / Craigmillar
EH16 4EA,55.931573,-3.131298,Portobello / Craigmillar
EH16 4EB,55.930577,-3.132659,Portobello / Craigmillar
EH16 4ED,55.930512,-3.130977,Portobello / Craigmillar
EH16 4EE,55.929722,-3.13185,Portobello / Craigmillar
EH16 4EF,55.931299,-3.129415,Portobello / Craigmillar
EH16 4EG,55.932321,-3.128692,Portobello / Craigmillar
EH16 4EH,55.930931,-3.127324,Portobello / Craigmillar
EH16 4EJ,55.926934,-3.126713,Portobello / Craigmillar
EH16 4EL,55.93128,-3.125573,Portobello / Craigmillar
EH16 4EN,55.930485,-3.124576,Portobello / Craigmillar
EH16 4EP,55.931298,-3.124565,Portobello / Craigmillar
EH16 4EQ,55.931321,-3.127975,Portobello / Craigmillar
EH16 4ER,55.930226,-3.125863,Portobello / Craigmillar
EH16 4ES,55.930044,-3.125539,Portobello / Craigmillar
EH16 4ET,55.929529,-3.125474,Portobello / Craigmillar
EH16 4EU,55.928739,-3.124347,Portobello / Craigmillar
EH16 4EW,55.930755,-3.124966,Portobello / Craigmillar
EH16 4EX,55.928011,-3.123462,Portobello / Craigmillar
EH16 4EY,55.928101,-3.123448,Portobello / Craigmillar
EH16 4EZ,55.936274,-3.145264,Portobello / Craigmillar
EH16 4FA,55.927995,-3.126568,Portobello / Craigmillar
EH16 4FB,55.932621,-3.144852,Portobello / Craigmillar
EH16 4FD,55.932244,-3.144809,Portobello / Craigmillar
EH16 4FE,55.933005,-3.144111,Portobello / Craigmillar
EH16 4FF,55.929594,-3.14281,Portobello / Craigmillar
EH16 4FG,55.933522,-3.14355,Portobello / Craigmillar
EH16 4FH,55.930319,-3.141135,Portobello / Craigmillar
EH16 4FJ,55.929947,-3.141524,Portobello / Craigmillar
EH16 4FL,55.934339,-3.125085,Portobello / Craigmillar
EH16 4FN,55.934065,-3.124581,Portobello / Craigmillar
EH16 4FP,55.92985,-3.129613,Portobello / Craigmillar
EH16 4FQ,55.930037,-3.130245,Portobello / Craigmillar
EH16 4FR,55.928495,-3.12495,Portobello / Craigmillar
EH16 4FS,55.928754,-3.128111,Portobello / Craigmillar
EH16 4FT,55.929073,-3.125639,Portobello / Craigmillar
EH16 4FU,55.928757,-3.125838,Portobello / Craigmillar
EH16 4FW,55.929223,-3.126012,Portobello / Craigmillar
EH16 4FX,55.928231,-3.126351,Portobello / Craigmillar
EH16 4FY,55.929666,-3.126681,Portobello / Craigmillar
EH16 4FZ,55.925083,-3.122787,Portobello / Craigmillar
EH16 4GA,55.930815,-3.138044,Portobello / Craigmillar
EH16 4GB,55.931603,-3.138355,Portobello / Craigmillar
EH16 4GD,55.932109,-3.139011,Portobello / Craigmillar
EH16 4GE,55.930795,-3.13926,Portobello / Craigmillar
EH16 4GF,55.934748,-3.130974,Portobello / Craigmillar
EH16 4GG,55.924178,-3.122537,Portobello / Craigmillar
EH16 4GH,55.935511,-3.130578,Portobello / Craigmillar
EH16 4GJ,55.935464,-3.132802,Portobello / Craigmillar
EH16 4GL,55.935299,-3.13022,Portobello / Craigmillar
EH16 4GN,55.933079,-3.132718,Portobello / Craigmillar
EH16 4GP,55.933191,-3.134194,Portobello / Craigmillar
EH16 4GQ,55.929029,-3.130487,Portobello / Craigmillar
EH16 4GR,55.92938,-3.129441,Portobello / Craigmillar
EH16 4GS,55.926901,-3.127401,Portobello / Craigmillar
EH16 4GT,55.929783,-3.127098,Portobello / Craigmillar
EH16 4GU,55.930529,-3.129073,Portobello / Craigmillar
EH16 4GW,55.930529,-3.127586,Portobello / Craigmillar
EH16 4GX,55.929885,-3.1292,Portobello / Craigmillar
EH16 4GY,55.930072,-3.127955,Portobello / Craigmillar
EH16 4GZ,55.9295,-3.128036,Portobello / Craigmillar
EH16 4HA,55.930924,-3.128172,Portobello / Craigmillar
EH16 4HB,55.92968,-3.128616,Portobello / Craigmillar
EH16 4HD,55.926845,-3.126551,Portobello / Craigmillar
EH16 4HE,55.92809,-3.127593,Portobello / Craigmillar
EH16 4HF,55.928559,-3.128359,Portobello / Craigmillar
EH16 4HG,55.928287,-3.128607,Portobello / Craigmillar
EH16 4HH,55.927823,-3.129234,Portobello / Craigmillar
EH16 4HJ,55.927473,-3.128231,Portobello / Craigmillar
EH16 4HL,55.92774,-3.128527,Portobello / Craigmillar
EH16 4HN,55.927816,-3.127057,Portobello / Craigmillar
EH16 4HP,55.92736,-3.125843,Portobello / Craigmillar
EH16 4HQ,55.928002,-3.129287,Portobello / Craigmillar
EH16 4HR,55.927181,-3.126702,Portobello / Craigmillar
EH16 4HS,55.925422,-3.124989,Portobello / Craigmillar
EH16 4HT,55.924691,-3.1254,Portobello / Craigmillar
EH16 4HU,55.929798,-3.126442,Portobello / Craigmillar
EH16 4HW,55.927462,-3.126423,Portobello / Craigmillar
EH16 4HX,55.929628,-3.12743,Portobello / Craigmillar
EH16 4HY,55.929374,-3.127678,Portobello / Craigmillar
EH16 4HZ,55.929436,-3.126816,Portobello / Craigmillar
EH16 4JA,55.929151,-3.126504,Portobello / Craigmillar
EH16 4JB,55.929217,-3.126169,Portobello / Craigmillar
EH16 4JD,55.928674,-3.126522,Portobello / Craigmillar
EH16 4JE,55.928986,-3.125891,Portobello / Craigmillar
EH16 4JF,55.928793,-3.125309,Portobello / Craigmillar
EH16 4JG,55.928226,-3.125436,Portobello / Craigmillar
EH16 4JH,55.927318,-3.12349,Portobello / Craigmillar
EH16 4JJ,55.927453,-3.123525,Portobello / Craigmillar
EH16 4JL,55.92746,-3.124726,Portobello / Craigmillar
EH16 4JN,55.926977,-3.1254,Portobello / Craigmillar
EH16 4JP,55.926552,-3.1267,Portobello / Craigmillar
EH16 4JQ,55.928513,-3.124548,Portobello / Craigmillar
EH16 4JR,55.926452,-3.127802,Portobello / Craigmillar
EH16 4JS,55.92721,-3.12744,Portobello / Craigmillar
EH16 4JT,55.927266,-3.128193,Portobello / Craigmillar
EH16 4JU,55.934177,-3.130043,Portobello / Craigmillar
EH16 4JW,55.926133,-3.126336,Portobello / Craigmillar
EH16 4JX,55.934203,-3.129163,Portobello / Craigmillar
EH16 4JY,55.933792,-3.121566,Portobello / Craigmillar
EH16 4JZ,55.933697,-3.122076,Portobello / Craigmillar
EH16 4LA,55.933022,-3.123703,Portobello / Craigmillar
EH16 4LB,55.932826,-3.122561,Portobello / Craigmillar
EH16 4LD,55.933496,-3.119971,Portobello / Craigmillar
EH16 4LE,55.932981,-3.120308,Portobello / Craigmillar
EH16 4LF,55.932402,-3.121796,Portobello / Craigmillar
EH16 4LG,55.932478,-3.121254,Portobello / Craigmillar
EH16 4LH,55.93189,-3.120725,Portobello / Craigmillar
EH16 4LJ,55.927052,-3.126605,Portobello / Craigmillar
EH16 4LL,55.931536,-3.122155,Portobello / Craigmillar
EH16 4LN,55.931876,-3.122293,Portobello / Craigmillar
EH16 4LP,55.932232,-3.124592,Portobello / Craigmillar
EH16 4LQ,55.931677,-3.11947,Portobello / Craigmillar
EH16 4LR,55.931534,-3.126285,Portobello / Craigmillar
EH16 4LS,55.931541,-3.127453,Portobello / Craigmillar
EH16 4LT,55.931347,-3.127048,Portobello / Craigmillar
EH16 4LU,55.931359,-3.12772,Portobello / Craigmillar
EH16 4LW,55.932023,-3.123946,Portobello / Craigmillar
EH16 4LX,55.932461,-3.127096,Portobello / Craigmillar
EH16 4LY,55.932218,-3.127169,Portobello / Craigmillar
EH16 4LZ,55.932903,-3.125908,Portobello / Craigmillar
EH16 4NA,55.932738,-3.125327,Portobello / Craigmillar
EH16 4NB,55.932155,-3.119308,Portobello / Craigmillar
EH16 4ND,55.932198,-3.117484,Portobello / Craigmillar
EH16 4NE,55.932801,-3.133124,Portobello / Craigmillar
EH16 4NF,55.933361,-3.133797,Portobello / Craigmillar
EH16 4NG,55.932998,-3.134203,Portobello / Craigmillar
EH16 4NH,55.934534,-3.134231,Portobello / Craigmillar
EH16 4NJ,55.934757,-3.135406,Portobello / Craigmillar
EH16 4NL,55.935333,-3.131421,Portobello / Craigmillar
EH16 4NN,55.935318,-3.133998,Portobello / Craigmillar
EH16 4NP,55.935555,-3.133637,Portobello / Craigmillar
EH16 4NQ,55.933763,-3.134993,Portobello / Craigmillar
EH16 4NR,55.93529,-3.133133,Portobello / Craigmillar
EH16 4NS,55.934722,-3.13334,Portobello / Craigmillar
EH16 4NT,55.935318,-3.131503,Portobello / Craigmillar
EH16 4NU,55.934843,-3.129392,Portobello / Craigmillar
EH16 4NW,55.93559,-3.134758,Portobello / Craigmillar
EH16 4NX,55.935828,-3.129837,Portobello / Craigmillar
EH16 4NY,55.932216,-3.126384,Portobello / Craigmillar
EH16 4NZ,55.93382,-3.129793,Portobello / Craigmillar
EH16 4PA,55.93286,-3.129159,Portobello / Craigmillar
EH16 4PB,55.933293,-3.13245,Portobello / Craigmillar
EH16 4PD,55.933679,-3.132398,Portobello / Craigmillar
EH16 4PE,55.933846,-3.133859,Portobello / Craigmillar
EH16 4PF,55.934123,-3.132987,Portobello / Craigmillar
EH16 4PG,55.934392,-3.132098,Portobello / Craigmillar
EH16 4PH,55.93355,-3.130841,Portobello / Craigmillar
EH16 4PJ,55.932976,-3.13068,Portobello / Craigmillar
EH16 4PL,55.93321,-3.129727,Portobello / Craigmillar
EH16 4PN,55.934164,-3.130523,Portobello / Craigmillar
EH16 4PP,55.933582,-3.129273,Portobello / Craigmillar
EH16 4PQ,55.934001,-3.131575,Portobello / Craigmillar
EH16 4PR,55.934911,-3.1284,Portobello / Craigmillar
EH16 4PS,55.934854,-3.127822,Portobello / Craigmillar
EH16 4PT,55.933433,-3.128869,Portobello / Craigmillar
EH16 4PU,55.933529,-3.128231,Portobello / Craigmillar
EH16 4PW,55.933941,-3.12938,Portobello / Craigmillar
EH16 4PX,55.935167,-3.121011,Portobello / Craigmillar
EH16 4PY,55.933927,-3.126388,Portobello / Craigmillar
EH16 4PZ,55.934938,-3.126399,Portobello / Craigmillar
EH16 4QA,55.933841,-3.127488,Portobello / Craigmillar
EH16 4QB,55.933917,-3.128083,Portobello / Craigmillar
EH16 4QD,55.934525,-3.127348,Portobello / Craigmillar
EH16 4QE,55.934093,-3.127463,Portobello / Craigmillar
EH16 4QF,55.935692,-3.127494,Portobello / Craigmillar
EH16 4QG,55.935593,-3.128563,Portobello / Craigmillar
EH16 4QH,55.935939,-3.125084,Portobello / Craigmillar
EH16 4QJ,55.926455,-3.127948,Portobello / Craigmillar
EH16 4QL,55.934842,-3.124124,Portobello / Craigmillar
EH16 4QN,55.936113,-3.123776,Portobello / Craigmillar
EH16 4QP,55.935098,-3.125684,Portobello / Craigmillar
EH16 4QQ,55.93584,-3.126121,Portobello / Craigmillar
EH16 4QR,55.935265,-3.124056,Portobello / Craigmillar
EH16 4QS,55.935233,-3.124631,Portobello / Craigmillar
EH16 4QT,55.93482,-3.124619,Portobello / Craigmillar
EH16 4QU,55.934391,-3.126336,Portobello / Craigmillar
EH16 4QW,55.935325,-3.126427,Portobello / Craigmillar
EH16 4QX,55.935752,-3.12487,Portobello / Craigmillar
EH16 4QY,55.935529,-3.125712,Portobello / Craigmillar
EH16 4QZ,55.927919,-3.155645,Southside / Newington
EH16 4RA,55.933278,-3.12427,Portobello / Craigmillar
EH16 4RB,55.933201,-3.127758,Portobello / Craigmillar
EH16 4RD,55.933509,-3.126518,Portobello / Craigmillar
EH16 4RE,55.934097,-3.126055,Portobello / Craigmillar
EH16 4RF,55.934653,-3.125207,Portobello / Craigmillar
EH16 4RG,55.934453,-3.124448,Portobello / Craigmillar
EH16 4RH,55.935401,-3.12398,Portobello / Craigmillar
EH16 4RJ,55.934675,-3.122758,Portobello / Craigmillar
EH16 4RL,55.935605,-3.124258,Portobello / Craigmillar
EH16 4RN,55.935747,-3.123509,Portobello / Craigmillar
EH16 4RP,55.935806,-3.12191,Portobello / Craigmillar
EH16 4RQ,55.934155,-3.123607,Portobello / Craigmillar
EH16 4RR,55.934965,-3.12147,Portobello / Craigmillar
EH16 4RS,55.935117,-3.122595,Portobello / Craigmillar
EH16 4RT,55.935824,-3.12095,Portobello / Craigmillar
EH16 4RU,55.936036,-3.120348,Portobello / Craigmillar
EH16 4RW,55.934145,-3.123719,Portobello / Craigmillar
EH16 4RX,55.934711,-3.120822,Portobello / Craigmillar
EH16 4RY,55.93454,-3.120276,Portobello / Craigmillar
EH16 4RZ,55.934405,-3.120877,Portobello / Craigmillar
EH16 4SA,55.921759,-3.135938,Liberton / Gilmerton
EH16 4SB,55.922113,-3.137517,Liberton / Gilmerton
EH16 4SD,55.921503,-3.147069,Liberton / Gilmerton
EH16 4SE,55.92582,-3.138858,Portobello / Craigmillar
EH16 4SF,55.92016,-3.13882,Liberton / Gilmerton
EH16 4SG,55.92922,-3.111941,Portobello / Craigmillar
EH16 4SH,55.926902,-3.112931,Portobello / Craigmillar
EH16 4SJ,55.91827,-3.115595,Portobello / Craigmillar
EH16 4SN,55.912884,-3.115475,Liberton / Gilmerton
EH16 4SP,55.912892,-3.119571,Liberton / Gilmerton
EH16 4SQ,55.927595,-3.112838,Portobello / Craigmillar
EH16 4SR,55.913224,-3.125082,Liberton / Gilmerton
EH16 4SS,55.916702,-3.131807,Liberton / Gilmerton
EH16 4ST,55.918698,-3.135625,Liberton / Gilmerton
EH16 4SU,55.920945,-3.142813,Liberton / Gilmerton
EH16 4SW,55.912158,-3.116286,Liberton / Gilmerton
EH16 4SX,55.9206,-3.142179,Liberton / Gilmerton
EH16 4SY,55.925663,-3.140808,Portobello / Craigmillar
EH16 4SZ,55.92147,-3.144301,Liberton / Gilmerton
EH16 4TA,55.926479,-3.144383,Portobello / Craigmillar
EH16 4TB,55.924726,-3.151662,Liberton / Gilmerton
EH16 4TD,55.926736,-3.154811,Southside / Newington
EH16 4TE,55.927494,-3.155936,Southside / Newington
EH16 4TF,55.928306,-3.157545,Southside / Newington
EH16 4TG,55.928472,-3.156157,Southside / Newington
EH16 4TH,55.927589,-3.155475,Southside / Newington
EH16 4TJ,55.921891,-3.1386,Liberton / Gilmerton
EH16 4TL,55.918299,-3.134029,Portobello / Craigmillar
EH16 4TN,55.930676,-3.120802,Portobello / Craigmillar
EH16 4TP,55.930243,-3.120069,Portobello / Craigmillar
EH16 4TQ,55.928323,-3.15865,Southside / Newington
EH16 4TR,55.929525,-3.120016,Portobello / Craigmillar
EH16 4TS,55.929171,-3.119414,Portobello / Craigmillar
EH16 4TT,55.931285,-3.121059,Portobello / Craigmillar
EH16 4TU,55.930807,-3.120309,Portobello / Craigmillar
EH16 4TW,55.930987,-3.119242,Portobello / Craigmillar
EH16 4TX,55.929953,-3.119292,Portobello / Craigmillar
EH16 4TY,55.930654,-3.120337,Portobello / Craigmillar
EH16 4TZ,55.929563,-3.121714,Portobello / Craigmillar
EH16 4UA,55.929773,-3.122328,Portobello / Craigmillar
EH16 4UB,55.930023,-3.121471,Portobello / Craigmillar
EH16 4UD,55.929558,-3.122274,Portobello / Craigmillar
EH16 4UE,55.928618,-3.120918,Portobello / Craigmillar
EH16 4UF,55.929211,-3.121864,Portobello / Craigmillar
EH16 4UG,55.928688,-3.122073,Portobello / Craigmillar
EH16 4UH,55.93097,-3.123067,Portobello / Craigmillar
EH16 4UJ,55.931596,-3.123485,Portobello / Craigmillar
EH16 4UL,55.930399,-3.122634,Portobello / Craigmillar
EH16 4UN,55.930398,-3.122778,Portobello / Craigmillar
EH16 4UP,55.930668,-3.121268,Portobello / Craigmillar
EH16 4UQ,55.928767,-3.12033,Portobello / Craigmillar
EH16 4UR,55.928563,-3.122997,Portobello / Craigmillar
EH16 4US,55.927838,-3.156683,Southside / Newington
EH16 4UT,55.930004,-3.121615,Portobello / Craigmillar
EH16 4UU,55.920696,-3.130901,Portobello / Craigmillar
EH16 4UW,55.931205,-3.121985,Portobello / Craigmillar
EH16 4UX,55.919813,-3.129131,Portobello / Craigmillar
EH16 4UY,55.933773,-3.140804,Portobello / Craigmillar
EH16 4UZ,55.935296,-3.141715,Portobello / Craigmillar
EH16 4WA,55.930112,-3.12357,Portobello / Craigmillar
EH16 4WB,55.927919,-3.155661,Southside / Newington
EH16 4WD,55.924669,-3.118838,Portobello / Craigmillar
EH16 4WE,55.924078,-3.120629,Portobello / Craigmillar
EH16 4WF,55.924509,-3.119682,Portobello / Craigmillar
EH16 4WG,55.923691,-3.121722,Portobello / Craigmillar
EH16 4WH,55.924602,-3.120325,Portobello / Craigmillar
EH16 4WJ,55.925993,-3.121469,Portobello / Craigmillar
EH16 4WL,55.92499,-3.120192,Portobello / Craigmillar
EH16 4WN,55.9265,-3.122108,Portobello / Craigmillar
EH16 4WP,55.925426,-3.12062,Portobello / Craigmillar
EH16 4WQ,55.925686,-3.120708,Portobello / Craigmillar
EH16 4WR,55.925125,-3.121666,Portobello / Craigmillar
EH16 4WS,55.924466,-3.121489,Portobello / Craigmillar
EH16 4WT,55.923992,-3.122227,Portobello / Craigmillar
EH16 4WU,55.924178,-3.121464,Portobello / Craigmillar
EH16 4WW,55.92405,-3.123765,Portobello / Craigmillar
EH16 4WX,55.927919,-3.155645,Southside / Newington
EH16 4XA,55.924497,-3.12293,Portobello / Craigmillar
EH16 4XB,55.924775,-3.123994,Portobello / Craigmillar
EH16 4XD,55.925059,-3.118513,Portobello / Craigmillar
EH16 4XE,55.925691,-3.114227,Portobello / Craigmillar
EH16 4XF,55.927052,-3.126605,Portobello / Craigmillar
EH16 4XG,55.933623,-3.129229,Portobello / Craigmillar
EH16 4XH,55.933391,-3.128998,Portobello / Craigmillar
EH16 4XJ,55.933106,-3.129678,Portobello / Craigmillar
EH16 4XL,55.933558,-3.127434,Portobello / Craigmillar
EH16 4XN,55.93367,-3.128046,Portobello / Craigmillar
EH16 4XP,55.933379,-3.131351,Portobello / Craigmillar
EH16 4XQ,55.932458,-3.130859,Portobello / Craigmillar
EH16 4XR,55.933101,-3.131214,Portobello / Craigmillar
EH16 4XS,55.933622,-3.131294,Portobello / Craigmillar
EH16 4XT,55.914443,-3.125887,Liberton / Gilmerton
EH16 4XU,55.914937,-3.124877,Liberton / Gilmerton
EH16 4XW,55.914914,-3.126428,Liberton / Gilmerton
EH16 4XX,55.934256,-3.13565,Portobello / Craigmillar
EH16 4XY,55.934415,-3.135879,Portobello / Craigmillar
EH16 4YA,55.927919,-3.155645,Southside / Newington
EH16 4YB,55.927052,-3.126605,Portobello / Craigmillar
EH16 4YD,55.931672,-3.12989,Portobello / Craigmillar
EH16 4YE,55.931689,-3.130931,Portobello / Craigmillar
EH16 4YF,55.927919,-3.155645,Southside / Newington
EH16 4YG,55.927919,-3.155645,Southside / Newington
EH16 4YJ,55.927919,-3.155645,Southside / Newington
EH16 4YL,55.927919,-3.155645,Southside / Newington
EH16 4YN,55.927919,-3.155645,Southside / Newington
EH16 4YP,55.929224,-3.128829,Portobello / Craigmillar
EH16 4YQ,55.934113,-3.135502,Portobello / Craigmillar
EH16 4YR,55.928649,-3.128732,Portobello / Craigmillar
EH16 4YS,55.928649,-3.128732,Portobello / Craigmillar
EH16 4YT,55.9293,-3.128383,Portobello / Craigmillar
EH16 4YU,55.926536,-3.127006,Portobello / Craigmillar
EH16 4YW,55.929132,-3.128986,Portobello / Craigmillar
EH16 4YY,55.915945,-3.124762,Liberton / Gilmerton
EH16 4YZ,55.928714,-3.125565,Portobello / Craigmillar
EH16 4ZA,55.925528,-3.11627,Portobello / Craigmillar
EH16 4ZB,55.925657,-3.116962,Portobello / Craigmillar
EH16 4ZD,55.9259,-3.116953,Portobello / Craigmillar
EH16 4ZE,55.92493,-3.117822,Portobello / Craigmillar
EH16 4ZF,55.932723,-3.136213,Portobello / Craigmillar
EH16 4ZG,55.932723,-3.136213,Portobello / Craigmillar
EH16 4ZH,55.932723,-3.136213,Portobello / Craigmillar
EH16 4ZJ,55.927707,-3.113821,Portobello / Craigmillar
EH16 4ZN,55.927052,-3.126605,Portobello / Craigmillar
EH16 4ZP,55.926399,-3.118392,Portobello / Craigmillar
EH16 5AA,55.938177,-3.176411,Southside / Newington
EH16 5AB,55.937576,-3.175911,Southside / Newington
EH16 5AD,55.938209,-3.173979,Southside / Newington
EH16 5AE,55.937398,-3.171952,Southside / Newington
EH16 5AF,55.936589,-3.171031,Southside / Newington
EH16 5AG,55.935786,-3.170382,Southside / Newington
EH16 5AH,55.935434,-3.168707,Southside / Newington
EH16 5AJ,55.935879,-3.169184,Southside / Newington
EH16 5AL,55.937118,-3.170632,Southside / Newington
EH16 5AN,55.938043,-3.172131,Southside / Newington
EH16 5AP,55.94027,-3.170341,Southside / Newington
EH16 5AQ,55.935612,-3.169785,Southside / Newington
EH16 5AR,55.939285,-3.169079,Southside / Newington
EH16 5AS,55.940065,-3.1712,Southside / Newington
EH16 5AT,55.9403,-3.169126,Southside / Newington
EH16 5AU,55.937914,-3.169614,Southside / Newington
EH16 5AW,55.939274,-3.170247,Southside / Newington
EH16 5AX,55.939611,-3.17069,Southside / Newington
EH16 5AY,55.940074,-3.171136,Southside / Newington
EH16 5AZ,55.938142,-3.171174,Southside / Newington
EH16 5BA,55.939666,-3.16869,Southside / Newington
EH16 5BB,55.939187,-3.172726,Southside / Newington
EH16 5BD,55.940924,-3.171562,Southside / Newington
EH16 5BE,55.938514,-3.171745,Southside / Newington
EH16 5BF,55.939409,-3.172077,Southside / Newington
EH16 5BG,55.940113,-3.172706,Southside / Newington
EH16 5BH,55.940277,-3.174328,Southside / Newington
EH16 5BJ,55.93735,-3.170381,Southside / Newington
EH16 5BL,55.940826,-3.175273,Southside / Newington
