Postcode,Latitude,Longitude,Ward
EH1 1AA,55.95365,-3.188106,City Centre
EH1 1AD,55.948894,-3.19259,City Centre
EH1 1AE,55.949069,-3.189408,City Centre
EH1 1AF,55.960382,-3.176699,Leith Walk
EH1 1AL,55.953214,-3.186811,City Centre
EH1 1AN,55.953022,-3.188087,City Centre
EH1 1AQ,55.952206,-3.188863,City Centre
EH1 1BA,55.952032,-3.188217,City Centre
EH1 1BB,55.952059,-3.18958,City Centre
EH1 1BD,55.952326,-3.187505,City Centre
EH1 1BE,55.951961,-3.189944,City Centre
EH1 1BG,55.951961,-3.189944,City Centre
EH1 1BJ,55.950811,-3.19095,City Centre
EH1 1BL,55.95065,-3.191729,City Centre
EH1 1BN,55.950782,-3.190148,City Centre
EH1 1BP,55.950732,-3.190276,City Centre
EH1 1BQ,55.952622,-3.19131,City Centre
EH1 1BR,55.951115,-3.19011,City Centre
EH1 1BS,55.95072,-3.189137,City Centre
EH1 1BU,55.950592,-3.188493,City Centre
EH1 1BW,55.95067,-3.19157,City Centre
EH1 1BX,55.95096,-3.188906,City Centre
EH1 1BY,55.951036,-3.188987,City Centre
EH1 1DA,55.949532,-3.187531,City Centre
EH1 1DD,55.949585,-3.187102,City Centre
EH1 1DE,55.951133,-3.188751,City Centre
EH1 1DF,55.951228,-3.189987,City Centre
EH1 1DG,55.951142,-3.186364,City Centre
EH1 1DH,55.951151,-3.185451,City Centre
EH1 1DJ,55.950898,-3.184659,City Centre
EH1 1DN,55.951152,-3.186268,City Centre
EH1 1DR,55.950934,-3.184692,City Centre
EH1 1DS,55.950898,-3.184659,City Centre
EH1 1DT,55.950993,-3.184165,City Centre
EH1 1DU,55.950881,-3.18642,City Centre
EH1 1DW,55.950993,-3.184181,City Centre
EH1 1DY,55.976114,-3.183748,Leith
EH1 1DZ,55.960382,-3.176699,Leith Walk
EH1 1ED,55.945894,-3.190222,City Centre
EH1 1EE,55.947964,-3.192113,City Centre
EH1 1EG,55.94845,-3.192511,City Centre
EH1 1EH,55.947782,-3.191978,City Centre
EH1 1EJ,55.948001,-3.191536,City Centre
EH1 1EL,55.947519,-3.191217,City Centre
EH1 1EN,55.947497,-3.191713,City Centre
EH1 1EP,55.947558,-3.191875,City Centre
EH1 1ES,55.976114,-3.183748,Leith
EH1 1ET,55.949532,-3.187531,City Centre
EH1 1EU,55.946353,-3.190124,City Centre
EH1 1EW,55.948609,-3.191891,City Centre
EH1 1EX,55.946443,-3.190127,City Centre
EH1 1EY,55.946532,-3.190178,City Centre
EH1 1EZ,55.945888,-3.189838,City Centre
EH1 1HA,55.945888,-3.189838,City Centre
EH1 1HB,55.946113,-3.189334,City Centre
EH1 1HD,55.946569,-3.189122,City Centre
EH1 1HE,55.946499,-3.188928,City Centre
EH1 1HF,55.960382,-3.176699,Leith Walk
EH1 1HJ,55.948473,-3.187419,City Centre
EH1 1HN,55.948907,-3.187112,City Centre
EH1 1HP,55.948447,-3.187306,City Centre
EH1 1HR,55.94817,-3.187121,City Centre
EH1 1HS,55.948005,-3.188397,City Centre
EH1 1HT,55.947999,-3.188109,City Centre
EH1 1HU,55.947406,-3.190845,City Centre
EH1 1HW,55.947792,-3.190008,City Centre
EH1 1HX,55.9477,-3.190166,City Centre
EH1 1HZ,55.947881,-3.190011,City Centre
EH1 1JA,55.947387,-3.190957,City Centre
EH1 1JB,55.947349,-3.191132,City Centre
EH1 1JD,55.948524,-3.187629,City Centre
EH1 1JF,55.947174,-3.189733,City Centre
EH1 1JG,55.948267,-3.188229,City Centre
EH1 1JH,55.94849,-3.188396,City Centre
EH1 1JJ,55.948753,-3.188132,City Centre
EH1 1JL,55.948605,-3.189553,City Centre
EH1 1JN,55.948419,-3.191598,City Centre
EH1 1JP,55.960382,-3.176699,Leith Walk
EH1 1JQ,55.948608,-3.187311,City Centre
EH1 1JR,55.947979,-3.192497,City Centre
EH1 1JS,55.948414,-3.189292,City Centre
EH1 1JT,55.948391,-3.189386,City Centre
EH1 1JU,55.947944,-3.193808,City Centre
EH1 1JW,55.948199,-3.19159,City Centre
EH1 1JX,55.948131,-3.193511,City Centre
EH1 1JY,55.94771,-3.193817,City Centre
EH1 1JZ,55.947909,-3.188971,City Centre
EH1 1LA,55.947919,-3.190749,City Centre
EH1 1LB,55.947919,-3.190749,City Centre
EH1 1LD,55.947919,-3.190749,City Centre
EH1 1LG,55.949287,-3.186851,City Centre
EH1 1LJ,55.949531,-3.186699,City Centre
EH1 1LL,55.948902,-3.186695,City Centre
EH1 1LN,55.949526,-3.187179,City Centre
EH1 1LP,55.949079,-3.187005,City Centre
EH1 1LQ,55.950431,-3.186566,City Centre
EH1 1LR,55.949079,-3.187005,City Centre
EH1 1LS,55.947725,-3.186133,City Centre
EH1 1LT,55.948084,-3.185279,City Centre
EH1 1LU,55.948193,-3.184672,City Centre
EH1 1LW,55.950157,-3.191155,City Centre
EH1 1LX,55.948728,-3.186034,City Centre
EH1 1LY,55.948776,-3.185811,City Centre
EH1 1LZ,55.948968,-3.18444,City Centre
EH1 1NA,55.948997,-3.184296,City Centre
EH1 1NB,55.949658,-3.18563,City Centre
EH1 1ND,55.950108,-3.191538,City Centre
EH1 1NE,55.949278,-3.185858,City Centre
EH1 1NJ,55.949814,-3.185266,City Centre
EH1 1NL,55.949654,-3.185101,City Centre
EH1 1NN,55.948678,-3.186561,City Centre
EH1 1NP,55.948386,-3.185672,City Centre
EH1 1NQ,55.94883,-3.187159,City Centre
EH1 1NS,55.94842,-3.186376,City Centre
EH1 1NT,55.960382,-3.176699,Leith Walk
EH1 1NU,55.949654,-3.185101,City Centre
EH1 1NW,55.949873,-3.191691,City Centre
EH1 1NX,55.949255,-3.187331,City Centre
EH1 1NY,55.950481,-3.189722,City Centre
EH1 1NZ,55.950118,-3.19104,City Centre
EH1 1PA,55.949532,-3.187531,City Centre
EH1 1PB,55.950461,-3.189451,City Centre
EH1 1PD,55.950299,-3.188083,City Centre
EH1 1PE,55.950169,-3.189026,City Centre
EH1 1PF,55.932281,-3.250038,Fountainbridge / Craiglockhart
EH1 1PG,55.950301,-3.191144,City Centre
EH1 1PH,55.950029,-3.191854,City Centre
EH1 1PJ,55.950374,-3.189671,City Centre
EH1 1PL,55.950381,-3.190728,City Centre
EH1 1PN,55.94994,-3.190859,City Centre
EH1 1PQ,55.949921,-3.191436,City Centre
EH1 1PR,55.960382,-3.176699,Leith Walk
EH1 1PS,55.949972,-3.191244,City Centre
EH1 1PT,55.94984,-3.191849,City Centre
EH1 1PU,55.950188,-3.193124,City Centre
EH1 1PW,55.949861,-3.191561,City Centre
EH1 1PX,55.950372,-3.18895,City Centre
EH1 1PY,55.950188,-3.193124,City Centre
EH1 1PZ,55.950266,-3.188739,City Centre
EH1 1QA,55.950249,-3.18861,City Centre
EH1 1QB,55.951164,-3.19064,City Centre
EH1 1QD,55.95067,-3.19157,City Centre
EH1 1QE,55.949806,-3.191671,City Centre
EH1 1QF,55.95037,-3.190039,City Centre
EH1 1QG,55.950913,-3.188216,City Centre
EH1 1QH,55.960382,-3.176699,Leith Walk
EH1 1QJ,55.950925,-3.188423,City Centre
EH1 1QL,55.950715,-3.18829,City Centre
EH1 1QN,55.95047,-3.188057,City Centre
EH1 1QP,55.949786,-3.188148,City Centre
EH1 1QQ,55.94979,-3.188708,City Centre
EH1 1QR,55.949098,-3.187758,City Centre
EH1 1QS,55.94979,-3.188708,City Centre
EH1 1QT,55.949721,-3.18845,City Centre
EH1 1QU,55.949757,-3.188805,City Centre
EH1 1QW,55.949616,-3.188095,City Centre
EH1 1QX,55.949729,-3.189411,City Centre
EH1 1QY,55.949281,-3.188389,City Centre
EH1 1QZ,55.949071,-3.187806,City Centre
EH1 1RA,55.960382,-3.176699,Leith Walk
EH1 1RB,55.949241,-3.1897,City Centre
EH1 1RD,55.949434,-3.18929,City Centre
EH1 1RE,55.94958,-3.190896,City Centre
EH1 1RF,55.949505,-3.189854,City Centre
EH1 1RJ,55.949038,-3.191167,City Centre
EH1 1RL,55.949038,-3.191167,City Centre
EH1 1RN,55.949261,-3.192311,City Centre
EH1 1RP,55.9487,-3.188995,City Centre
EH1 1RQ,55.948939,-3.190284,City Centre
EH1 1RR,55.949101,-3.188351,City Centre
EH1 1RS,55.94897,-3.188923,City Centre
EH1 1RT,55.949367,-3.188808,City Centre
EH1 1RU,55.949908,-3.187687,City Centre
EH1 1RW,55.949684,-3.18994,City Centre
EH1 1RX,55.960382,-3.176699,Leith Walk
EH1 1RY,55.949532,-3.187531,City Centre
EH1 1RZ,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1SA,55.949532,-3.187531,City Centre
EH1 1SB,55.950827,-3.187427,City Centre
EH1 1SD,55.950791,-3.187378,City Centre
EH1 1SE,55.949532,-3.187531,City Centre
EH1 1SF,55.9508,-3.187378,City Centre
EH1 1SG,55.950549,-3.18641,City Centre
EH1 1SJ,55.950669,-3.187022,City Centre
EH1 1SL,55.950875,-3.18706,City Centre
EH1 1SN,55.950439,-3.186662,City Centre
EH1 1SP,55.950642,-3.186092,City Centre
EH1 1SQ,55.950657,-3.185484,City Centre
EH1 1SR,55.95078,-3.184799,City Centre
EH1 1SS,55.950698,-3.185838,City Centre
EH1 1ST,55.960382,-3.176699,Leith Walk
EH1 1SU,55.950369,-3.183618,City Centre
EH1 1SW,55.950586,-3.186331,City Centre
EH1 1SX,55.949619,-3.183098,City Centre
EH1 1SY,55.949958,-3.183333,City Centre
EH1 1SZ,55.949744,-3.183166,City Centre
EH1 1TA,55.950309,-3.184224,City Centre
EH1 1TB,55.950241,-3.186113,City Centre
EH1 1TD,55.950374,-3.1845,City Centre
EH1 1TE,55.950236,-3.184414,City Centre
EH1 1TF,55.950187,-3.184813,City Centre
EH1 1TG,55.950284,-3.184992,City Centre
EH1 1TH,55.949824,-3.186565,City Centre
EH1 1TL,55.960382,-3.176699,Leith Walk
EH1 1TN,55.960382,-3.176699,Leith Walk
EH1 1TQ,55.950094,-3.185131,City Centre
EH1 1TR,55.952701,-3.189151,City Centre
EH1 1TS,55.949532,-3.187531,City Centre
EH1 1TT,55.949244,-3.192167,City Centre
EH1 1TU,55.950029,-3.191854,City Centre
EH1 1TW,55.950006,-3.183991,City Centre
EH1 1TX,55.949777,-3.189108,City Centre
EH1 1UE,55.960382,-3.176699,Leith Walk
EH1 1UF,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1UH,55.949532,-3.187531,City Centre
EH1 1UJ,55.949023,-3.192768,City Centre
EH1 1UQ,55.948996,-3.192784,City Centre
EH1 1UT,55.960382,-3.176699,Leith Walk
EH1 1UW,55.960382,-3.176699,Leith Walk
EH1 1UX,55.960382,-3.176699,Leith Walk
EH1 1UY,55.953105,-3.225405,Corstorphine / Murrayfield
EH1 1UZ,55.960382,-3.176699,Leith Walk
EH1 1WA,55.960382,-3.176699,Leith Walk
EH1 1WD,55.949532,-3.187531,City Centre
EH1 1WG,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1WH,55.960382,-3.176699,Leith Walk
EH1 1WJ,55.960382,-3.176699,Leith Walk
EH1 1WL,55.949532,-3.187531,City Centre
EH1 1WP,55.960382,-3.176699,Leith Walk
EH1 1WT,55.960382,-3.176699,Leith Walk
EH1 1WX,55.960382,-3.176699,Leith Walk
EH1 1XA,55.950743,-3.189538,City Centre
EH1 1XB,55.950743,-3.189538,City Centre
EH1 1XD,55.950743,-3.189538,City Centre
EH1 1XF,55.955567,-3.18312,City Centre
EH1 1XG,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1XH,55.960382,-3.176699,Leith Walk
EH1 1XL,55.960382,-3.176699,Leith Walk
EH1 1XN,55.950743,-3.189538,City Centre
EH1 1XQ,55.949532,-3.187531,City Centre
EH1 1XS,55.960382,-3.176699,Leith Walk
EH1 1XT,55.950743,-3.189538,City Centre
EH1 1XW,55.960382,-3.176699,Leith Walk
EH1 1XY,55.960382,-3.176699,Leith Walk
EH1 1YA,55.960382,-3.176699,Leith Walk
EH1 1YB,55.960382,-3.176699,Leith Walk
EH1 1YD,55.960382,-3.176699,Leith Walk
EH1 1YE,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1YF,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1YG,55.960382,-3.176699,Leith Walk
EH1 1YH,55.948087,-3.191556,City Centre
EH1 1YJ,55.950322,-3.190358,City Centre
EH1 1YL,55.943311,-3.232669,Corstorphine / Murrayfield
EH1 1YN,55.949532,-3.187531,City Centre
EH1 1YP,55.950381,-3.190728,City Centre
EH1 1YQ,55.960382,-3.176699,Leith Walk
EH1 1YR,55.960382,-3.176699,Leith Walk
EH1 1YS,55.947821,-3.186038,City Centre
EH1 1YT,55.950925,-3.188423,City Centre
EH1 1YU,55.960382,-3.176699,Leith Walk
EH1 1YW,55.950381,-3.190728,City Centre
EH1 1YX,55.960382,-3.176699,Leith Walk
EH1 1YY,55.960382,-3.176699,Leith Walk
EH1 1YZ,55.950332,-3.193017,City Centre
EH1 1ZA,55.960382,-3.176699,Leith Walk
EH1 1ZD,55.949532,-3.187531,City Centre
EH1 1ZE,55.949532,-3.187531,City Centre
EH1 1ZF,55.960382,-3.176699,Leith Walk
EH1 1ZG,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1ZH,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1ZJ,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1ZL,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1ZN,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 1ZQ,55.960382,-3.176699,Leith Walk
EH1 1ZU,55.949532,-3.187531,City Centre
EH1 1ZW,55.960382,-3.176699,Leith Walk
EH1 1ZY,55.960382,-3.176699,Leith Walk
EH1 2AA,55.949292,-3.209415,City Centre
EH1 2AB,55.949627,-3.207312,City Centre
EH1 2AD,55.949914,-3.207786,City Centre
EH1 2AE,55.949508,-3.208413,City Centre
EH1 2AF,55.947181,-3.200639,City Centre
EH1 2AG,55.9495,-3.208317,City Centre
EH1 2AH,55.94939,-3.208553,City Centre
EH1 2AJ,55.947181,-3.200639,City Centre
EH1 2AL,55.9495,-3.208317,City Centre
EH1 2AN,55.94907,-3.208239,City Centre
EH1 2AP,55.947131,-3.20115,City Centre
EH1 2AQ,55.9495,-3.208317,City Centre
EH1 2AS,55.948628,-3.208433,City Centre
EH1 2AT,55.948692,-3.208307,City Centre
EH1 2AU,55.948583,-3.208368,City Centre
EH1 2AW,55.947596,-3.194422,City Centre
EH1 2AX,55.9487,-3.208372,City Centre
EH1 2AY,55.9495,-3.208317,City Centre
EH1 2BA,55.948318,-3.209721,City Centre
EH1 2BB,55.948338,-3.209545,City Centre
EH1 2BD,55.948198,-3.209205,City Centre
EH1 2BE,55.948241,-3.209334,City Centre
EH1 2BF,55.948277,-3.209367,City Centre
EH1 2BG,55.948294,-3.209432,City Centre
EH1 2BH,55.948382,-3.209643,City Centre
EH1 2BJ,55.947489,-3.197109,City Centre
EH1 2BL,55.948318,-3.209721,City Centre
EH1 2BP,55.948722,-3.209814,City Centre
EH1 2BQ,55.948294,-3.209432,City Centre
EH1 2BR,55.94904,-3.209423,City Centre
EH1 2BS,55.9495,-3.208317,City Centre
EH1 2BT,55.94913,-3.209426,City Centre
EH1 2BU,55.948963,-3.209518,City Centre
EH1 2BW,55.948917,-3.20958,City Centre
EH1 2BX,55.949141,-3.208305,City Centre
EH1 2BY,55.949104,-3.209345,City Centre
EH1 2BZ,55.94922,-3.209429,City Centre
EH1 2DA,55.949332,-3.20719,City Centre
EH1 2DB,55.947555,-3.204173,City Centre
EH1 2DD,55.948426,-3.20974,City Centre
EH1 2DE,55.94847,-3.209854,City Centre
EH1 2DG,55.948599,-3.208609,City Centre
EH1 2DH,55.948497,-3.207116,City Centre
EH1 2DJ,55.947861,-3.205928,City Centre
EH1 2DL,55.947995,-3.206028,City Centre
EH1 2DN,55.947862,-3.205912,City Centre
EH1 2DP,55.948491,-3.205404,City Centre
EH1 2DQ,55.949672,-3.208226,City Centre
EH1 2DR,55.948449,-3.205561,City Centre
EH1 2DT,55.948449,-3.205561,City Centre
EH1 2DW,55.947862,-3.205912,City Centre
EH1 2DX,55.947482,-3.204282,City Centre
EH1 2DY,55.947931,-3.205225,City Centre
EH1 2DZ,55.960382,-3.176699,Leith Walk
EH1 2EA,55.947448,-3.205066,City Centre
EH1 2EB,55.946941,-3.201752,City Centre
EH1 2ED,55.947469,-3.204299,City Centre
EH1 2EE,55.947831,-3.204421,City Centre
EH1 2EF,55.947482,-3.204282,City Centre
EH1 2EG,55.947555,-3.204173,City Centre
EH1 2EH,55.947482,-3.204282,City Centre
EH1 2EJ,55.949129,-3.20491,City Centre
EH1 2EL,55.947094,-3.202621,City Centre
EH1 2EN,55.947551,-3.204173,City Centre
EH1 2EP,55.949965,-3.206314,City Centre
EH1 2EQ,55.947004,-3.203579,City Centre
EH1 2ER,55.947295,-3.203204,City Centre
EH1 2ES,55.947555,-3.204173,City Centre
EH1 2ET,55.947482,-3.204282,City Centre
EH1 2EU,55.949116,-3.204927,City Centre
EH1 2EW,55.947968,-3.203289,City Centre
EH1 2EX,55.948606,-3.193092,City Centre
EH1 2EY,55.947482,-3.204282,City Centre
EH1 2EZ,55.947448,-3.20505,City Centre
EH1 2GA,55.960382,-3.176699,Leith Walk
EH1 2GB,55.960382,-3.176699,Leith Walk
EH1 2GD,55.948517,-3.193073,City Centre
EH1 2GE,55.943311,-3.232669,Corstorphine / Murrayfield
EH1 2GF,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 2HA,55.948571,-3.193075,City Centre
EH1 2HB,55.948108,-3.194007,City Centre
EH1 2HD,55.947476,-3.194738,City Centre
EH1 2HE,55.948482,-3.193905,City Centre
EH1 2HG,55.94882,-3.193307,City Centre
EH1 2HH,55.948217,-3.194297,City Centre
EH1 2HJ,55.947588,-3.194743,City Centre
EH1 2HN,55.947521,-3.194756,City Centre
EH1 2HP,55.946869,-3.197138,City Centre
EH1 2HR,55.946951,-3.19562,City Centre
EH1 2HS,55.947062,-3.196631,City Centre
EH1 2HT,55.946921,-3.196387,City Centre
EH1 2HU,55.94659,-3.197177,City Centre
EH1 2HW,55.946921,-3.196387,City Centre
EH1 2HX,55.946574,-3.196952,City Centre
EH1 2HY,55.947103,-3.198058,City Centre
EH1 2HZ,55.946955,-3.198437,City Centre
EH1 2JA,55.946823,-3.198177,City Centre
EH1 2JB,55.946812,-3.19885,City Centre
EH1 2JE,55.946508,-3.198247,City Centre
EH1 2JF,55.947362,-3.195375,City Centre
EH1 2JH,55.948571,-3.193075,City Centre
EH1 2JL,55.948621,-3.194373,City Centre
EH1 2JN,55.94898,-3.193921,City Centre
EH1 2JP,55.94824,-3.194746,City Centre
EH1 2JQ,55.948571,-3.193075,City Centre
EH1 2JR,55.947832,-3.195535,City Centre
EH1 2JS,55.960382,-3.176699,Leith Walk
EH1 2JT,55.947781,-3.196653,City Centre
EH1 2JU,55.947491,-3.196949,City Centre
EH1 2JW,55.948622,-3.194229,City Centre
EH1 2JX,55.947489,-3.197109,City Centre
EH1 2JY,55.947166,-3.200287,City Centre
EH1 2JZ,55.947154,-3.200157,City Centre
EH1 2LA,55.947158,-3.199757,City Centre
EH1 2LB,55.946204,-3.19944,City Centre
EH1 2LD,55.946384,-3.198996,City Centre
EH1 2LE,55.946243,-3.200018,City Centre
EH1 2LF,55.946248,-3.200017,City Centre
EH1 2LG,55.947154,-3.200157,City Centre
EH1 2LH,55.94691,-3.198404,City Centre
EH1 2LJ,55.947742,-3.196092,City Centre
EH1 2LN,55.949891,-3.193099,City Centre
EH1 2LP,55.949802,-3.193993,City Centre
EH1 2LQ,55.946805,-3.199555,City Centre
EH1 2LS,55.953889,-3.229226,Corstorphine / Murrayfield
EH1 2LU,55.949608,-3.195846,City Centre
EH1 2LX,55.949716,-3.195464,City Centre
EH1 2LZ,55.948989,-3.19629,City Centre
EH1 2NA,55.949355,-3.196526,City Centre
EH1 2NB,55.949382,-3.196479,City Centre
EH1 2ND,55.948986,-3.19565,City Centre
EH1 2NE,55.948744,-3.195996,City Centre
EH1 2NF,55.948788,-3.195628,City Centre
EH1 2NG,55.948965,-3.201478,City Centre
EH1 2NH,55.94801,-3.197093,City Centre
EH1 2NJ,55.949699,-3.194439,City Centre
EH1 2NQ,55.948549,-3.196197,City Centre
EH1 2NR,55.949556,-3.193425,City Centre
EH1 2NS,55.949469,-3.193102,City Centre
EH1 2NT,55.949493,-3.193391,City Centre
EH1 2NU,55.949469,-3.193102,City Centre
EH1 2NX,55.949742,-3.19316,City Centre
EH1 2NY,55.949906,-3.193404,City Centre
EH1 2NZ,55.949345,-3.196622,City Centre
EH1 2PA,55.949519,-3.193488,City Centre
EH1 2PB,55.949401,-3.194062,City Centre
EH1 2PD,55.948109,-3.194342,City Centre
EH1 2PE,55.949332,-3.194235,City Centre
EH1 2PF,55.949281,-3.194443,City Centre
EH1 2PG,55.949087,-3.193571,City Centre
EH1 2PH,55.949112,-3.19378,City Centre
EH1 2PJ,55.949105,-3.193572,City Centre
EH1 2PL,55.949285,-3.193577,City Centre
EH1 2PN,55.949105,-3.193572,City Centre
EH1 2PP,55.948371,-3.19515,City Centre
EH1 2PQ,55.949176,-3.193622,City Centre
EH1 2PR,55.948549,-3.196197,City Centre
EH1 2PS,55.949086,-3.193204,City Centre
EH1 2PT,55.948371,-3.19515,City Centre
EH1 2PW,55.948508,-3.194914,City Centre
EH1 2QA,55.947616,-3.193286,City Centre
EH1 2QB,55.947659,-3.192534,City Centre
EH1 2QD,55.94769,-3.192183,City Centre
EH1 2QE,55.947127,-3.191861,City Centre
EH1 2QF,55.946965,-3.191904,City Centre
EH1 2QG,55.947277,-3.191691,City Centre
EH1 2QH,55.946261,-3.19129,City Centre
EH1 2QL,55.946139,-3.191751,City Centre
EH1 2QN,55.945811,-3.190846,City Centre
EH1 2QP,55.945666,-3.19148,City Centre
EH1 2QQ,55.946655,-3.191383,City Centre
EH1 2QR,55.945972,-3.192354,City Centre
EH1 2QS,55.945927,-3.191408,City Centre
EH1 2QT,55.945791,-3.1915,City Centre
EH1 2QZ,55.945655,-3.190312,City Centre
EH1 2RA,55.945669,-3.190263,City Centre
EH1 2RB,55.94563,-3.190566,City Centre
EH1 2RD,55.945631,-3.190422,City Centre
EH1 2RF,55.94571,-3.191546,City Centre
EH1 2RL,55.948768,-3.209735,City Centre
EH1 2RN,55.949249,-3.208726,City Centre
EH1 2RS,55.95619,-3.185621,City Centre
EH1 2RT,55.946817,-3.199219,City Centre
EH1 2RU,55.946598,-3.199548,City Centre
EH1 2RX,55.946589,-3.199548,City Centre
EH1 2RY,55.947401,-3.197827,City Centre
EH1 2UB,55.946605,-3.199371,City Centre
EH1 2UW,55.960382,-3.176699,Leith Walk
EH1 2UX,55.960382,-3.176699,Leith Walk
EH1 2UY,55.960382,-3.176699,Leith Walk
EH1 2XD,55.960382,-3.176699,Leith Walk
EH1 2XE,55.947489,-3.197109,City Centre
EH1 2XF,55.960382,-3.176699,Leith Walk
EH1 2XN,55.960382,-3.176699,Leith Walk
EH1 2XQ,55.947489,-3.197109,City Centre
EH1 2XU,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 2XY,55.960382,-3.176699,Leith Walk
EH1 2YA,55.948685,-3.206257,City Centre
EH1 2YB,55.954534,-3.19148,City Centre
EH1 2YD,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 2YE,55.947489,-3.197109,City Centre
EH1 2YF,55.960382,-3.176699,Leith Walk
EH1 2YG,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 2YH,55.960382,-3.176699,Leith Walk
EH1 2YJ,55.947401,-3.197827,City Centre
EH1 2YL,55.960382,-3.176699,Leith Walk
EH1 2YN,55.948685,-3.206257,City Centre
EH1 2YT,55.948965,-3.201478,City Centre
EH1 2YU,55.947489,-3.197109,City Centre
EH1 2YW,55.960382,-3.176699,Leith Walk
EH1 2YX,55.948965,-3.201478,City Centre
EH1 2YY,55.948685,-3.206257,City Centre
EH1 2YZ,55.960382,-3.176699,Leith Walk
EH1 2ZA,55.947489,-3.197109,City Centre
EH1 2ZB,55.947489,-3.197109,City Centre
EH1 2ZD,55.960382,-3.176699,Leith Walk
EH1 2ZF,55.960382,-3.176699,Leith Walk
EH1 2ZJ,55.947489,-3.197109,City Centre
EH1 2ZL,55.947489,-3.197109,City Centre
EH1 2ZN,55.960382,-3.176699,Leith Walk
EH1 2ZS,55.947489,-3.197109,City Centre
EH1 2ZY,55.960382,-3.176699,Leith Walk
EH1 2ZZ,55.960382,-3.176699,Leith Walk
EH1 3AA,55.95689,-3.185276,City Centre
EH1 3AB,55.95826,-3.186663,City Centre
EH1 3AD,55.954829,-3.188432,City Centre
EH1 3AE,55.954829,-3.188432,City Centre
EH1 3AF,55.957477,-3.184539,City Centre
EH1 3AG,55.957137,-3.184401,City Centre
EH1 3AH,55.956793,-3.184072,City Centre
EH1 3AJ,55.956201,-3.185493,City Centre
EH1 3AL,55.956944,-3.183834,City Centre
EH1 3AN,55.955044,-3.186549,City Centre
EH1 3AP,55.955403,-3.186238,City Centre
EH1 3AQ,55.95619,-3.185621,City Centre
EH1 3AR,55.954829,-3.188432,City Centre
EH1 3AS,55.954829,-3.188432,City Centre
EH1 3AT,55.954045,-3.187639,City Centre
EH1 3AU,55.956235,-3.185607,City Centre
EH1 3AW,55.957319,-3.188779,City Centre
EH1 3AX,55.954829,-3.188432,City Centre
EH1 3AY,55.954736,-3.190141,City Centre
EH1 3AZ,55.95747,-3.183338,City Centre
EH1 3BA,55.954635,-3.189835,City Centre
EH1 3BB,55.957268,-3.184757,City Centre
EH1 3BD,55.957268,-3.184757,City Centre
EH1 3BG,55.953743,-3.187869,City Centre
EH1 3BH,55.954003,-3.186964,City Centre
EH1 3BJ,55.954507,-3.185938,City Centre
EH1 3BL,55.955576,-3.185923,City Centre
EH1 3BN,55.956637,-3.185939,City Centre
EH1 3BP,55.954829,-3.188432,City Centre
EH1 3BQ,55.954095,-3.185781,City Centre
EH1 3BS,55.954829,-3.188432,City Centre
EH1 3BW,55.95418,-3.189083,City Centre
EH1 3BX,55.953601,-3.18394,City Centre
EH1 3BY,55.954272,-3.188926,City Centre
EH1 3BZ,55.953601,-3.18394,City Centre
EH1 3DA,55.953601,-3.18394,City Centre
EH1 3DD,55.953601,-3.18394,City Centre
EH1 3DE,55.953752,-3.185452,City Centre
EH1 3DG,55.953655,-3.183894,City Centre
EH1 3DH,55.953601,-3.18394,City Centre
EH1 3DJ,55.953601,-3.18394,City Centre
EH1 3DL,55.953835,-3.187583,City Centre
EH1 3DN,55.953789,-3.187758,City Centre
EH1 3DQ,55.955134,-3.191276,City Centre
EH1 3DS,55.955165,-3.191356,City Centre
EH1 3DT,55.955522,-3.190598,City Centre
EH1 3DU,55.955421,-3.190883,City Centre
EH1 3DX,55.955722,-3.190782,City Centre
EH1 3DY,55.95578,-3.190894,City Centre
EH1 3EB,55.955775,-3.191824,City Centre
EH1 3ED,55.955771,-3.191855,City Centre
EH1 3EG,55.953385,-3.188115,City Centre
EH1 3EJ,55.955771,-3.191855,City Centre
EH1 3EL,55.960382,-3.176699,Leith Walk
EH1 3EN,55.955924,-3.190914,City Centre
EH1 3EP,55.956356,-3.191185,City Centre
EH1 3ER,55.956311,-3.191711,City Centre
EH1 3EU,55.956227,-3.192029,City Centre
EH1 3EW,55.955625,-3.191098,City Centre
EH1 3EX,55.956311,-3.191711,City Centre
EH1 3EY,55.956311,-3.191711,City Centre
EH1 3EZ,55.956311,-3.191711,City Centre
EH1 3FU,55.956275,-3.191726,City Centre
EH1 3GX,55.950381,-3.190728,City Centre
EH1 3HA,55.956311,-3.191711,City Centre
